mission_name,cat,region,role,dip_name,suffix,id,url
Chinese Consulate-General in Firenze(Italy),consulate,Europe,Consul General,Wang Wengang,NA,t14562,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14562.shtml
Chinese Consulate-General in Milano(Italy),consulate,Europe,Consul General,Liu Kan,NA,t14563,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14563.shtml
Chinese Consulate-General in Barcelona(Spain),consulate,Europe,Consul General,Zhu Jingyang,NA,t14564,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14564.shtml
Chinese Consulate-General in Gothenburg(Sweden),consulate,Europe,Consul General,Gu Hui,NA,t14565,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14565.shtml
Chinese Consulate-General in Zurich (Switzerland),consulate,Europe,Consular General,Zhao Qinghua,Concurrently Consular General to Liechtenstein,t14566,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14566.shtml
Chinese Consulate-General in Munich(Germany),consulate,Europe,Consulate General,Zhang Yue,NA,t14567,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14567.shtml
Chinese Consulate-General in Manchester (United Kingdom),consulate,Europe,Consul General,Zheng Xiyuan,NA,t14568,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14568.shtml
Chinese Consulate-General in Edinburgh(United Kingdom),consulate,Europe,Consul General,Ma Qiang,NA,t14569,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14569.shtml
Chinese Consulate-General in Hamburg(Germany),consulate,Europe,Consul General,Du Xiaohui,NA,t14570,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14570.shtml
Chinese Consulate-General in Marseille(France),consulate,Europe,Concul General,Lu Huiying,NA,t14571,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14571.shtml
Chinese Consulate-General in Strasbourg (France),consulate,Europe,Consul General,Ling Jun,NA,t14572,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t14572.shtml
Chinese Consulate-General in Auckland (New Zealand),consulate,North America and Oceania,Consul General,Ruan Ping,NA,t14573,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14573.shtml
Chinese Consulate-General in Melbourne (Australia),consulate,North America and Oceania,Consul General,Long Zhou,NA,t14574,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14574.shtml
Chinese Consulate-General in Perth (Australia),consulate,North America and Oceania,Consul General,Long Dingbin,NA,t14576,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14576.shtml
Chinese Consulate-General in San Francisco (America),consulate,North America and Oceania,Consul General,Wang Donghua,NA,t14577,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14577.shtml
Chinese Consulate-General in Sydney (Australia),consulate,North America and Oceania,Consul General,Zhou Limin,NA,t14578,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14578.shtml
Chinese Consulate-General in New York(America),consulate,North America and Oceania,Consul General,Huang Ping,NA,t14579,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14579.shtml
Chinese Consulate-General in Chicago (America),consulate,North America and Oceania,Consul General,Zhao Jian,NA,t14580,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14580.shtml
Chinese Consulate-General in Los Angeles (America),consulate,North America and Oceania,Consul General,Zhang Ping,NA,t14581,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14581.shtml
Chinese Consulate-General in Vancouver (Canada),consulate,North America and Oceania,Consul General,Tong Xiaoling,NA,t14582,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14582.shtml
Chinese Consulate-General in Toronto(Canada),consulate,North America and Oceania,Consul General,Han Tao,NA,t14583,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14583.shtml
Chinese Consulate-General in Calgary(Canada),consulate,North America and Oceania,Consul General,Lu Xu,NA,t14584,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t14584.shtml
Chinese Consulate-General in Tijuana(Mexico),consulate,Latin America,Consul General,Yu Bo,NA,t14585,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2505_665374//t14585.shtml
Chinese Consulate-General in Adelaide (Australia),consulate,North America and Oceania,Consul General,He Lanjing,NA,t1458529,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t1458529.shtml
Chinese Consulate in Barranquilla(Colombia),consulate,Latin America,Consul General,Wang Huijun,NA,t14586,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2505_665374//t14586.shtml
Chinese Consulate-General in Santa Cruz (Bolivia),consulate,Latin America,Consul General,Wang Jialei,NA,t14587,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2505_665374//t14587.shtml
Chinese Consulate-General in Sao Paulo(Brazil),consulate,Latin America,Consul General,Chen Peijie,NA,t14588,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2505_665374//t14588.shtml
Chinese Consulate-General in Penang (Malaysia),consulate,Asia,Consul General,Lu Shiwei,NA,t1458861,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t1458861.shtml
Chinese Consulate-General in Kota Kinabalu (Malaysia),consulate,Asia,Consul General,Liang Caide,NA,t1458880,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t1458880.shtml
Chinese Consulate-General in Izmir (Turkey),consulate,Western Asia and North Africa,Consul General,Liu Zengxian,NA,t1458895,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2500_665364//t1458895.shtml
Chinese Consulate-General in Guayaquil(Ecuador),consulate,Latin America,Consul General,Zhang Tao,NA,t14589,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2505_665374//t14589.shtml
Chinese Consulate-General in Rio De Janeiro (Brazil),consulate,Latin America,Consul General,Tian Min,NA,t14590,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2505_665374//t14590.shtml
Permanent Mission to the International Sea Bed Authority,international_organizations,global,Permanent Representative,Ambassador Dong Xiaojun,NA,t14591,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t14591.shtml
Permanent Mission of the People's Republic of China to the United Nations,international_organizations,global,Permanent Representative to the UN,Ambassador Zhang Jun,NA,t14592,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t14592.shtml
Chinese Consulate-General in Dusseldorf(Germany),consulate,Europe,Consul General,Feng Haiyang,NA,t1459222,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t1459222.shtml
Permanent Mission to the United Nations and Other International Organizations in Vienna,international_organizations,global,Permanent Reprensentative,Wang Qun,NA,t14593,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t14593.shtml
Permanent Mission of the People's Republic of China to the United Nations Office at Geneva and Other International Organizations in Switzerland,international_organizations,global,Permanent Representative,Chen Xu,NA,t14594,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t14594.shtml
Permanent Missions to the Organization For the Prohibition of Chemical Weapons,international_organizations,global,Permanent Reprensentative,Ambassador Tan Jian,NA,t14595,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t14595.shtml
Permanent Mission to the World Trade Organization(WTO)in Switzerland,international_organizations,global,Permanent Reprensentative,Ambassador Li Chenggang,NA,t14597,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t14597.shtml
Permanent Mission to the United Nations Economic and Social Commission for Asia and the Pacific(ESCAP),international_organizations,global,Permanent representative,Ke Yousheng,NA,t14598,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t14598.shtml
Chinese Consulate-General in Lahore (Pakistan),consulate,Asia,Consul General,Long Dingbin,NA,t1459886,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t1459886.shtml
Chinese Consulate-General in Bata (Equatorial Guinea),consulate,Africa,Consul General,Xu Zhuangsheng,NA,t1459900,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2501_665366//t1459900.shtml
Chinese Consulate-General in Belfast(United Kingdom),consulate,Europe,Consul General,Zhang Meifang,NA,t1459940,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t1459940.shtml
Chinese Embassy in Dominican Republic,embassy,Latin America,Ambassador,Zhang Run,NA,t1461593,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2497_665358//t1461593.shtml
Chinese Embassy in Gambia,embassy,Africa,Ambassador,Ma Jianchun,NA,t1463057,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2493_665350//t1463057.shtml
Chinese Consulate-General in Vladivostok (Russia),consulate,Europe and Central Asia,Consul General,Yan Wenbin,NA,t1465101,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2502_665368//t1465101.shtml
Chinese Consulate-General in Kazan (Russia),consulate,Europe and Central Asia,Consul General,Wu Yingqin,NA,t1465827,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2502_665368//t1465827.shtml
Chinese Consulate-General in Da Nang (Viet Nam),consulate,Asia,Consul General,Dong Biyou,NA,t1466495,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t1466495.shtml
Chinese Embassy in Sao Tome and Principe,embassy,Africa,Ambassador,Xu Yingzhen,NA,t1616256,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2493_665350//t1616256.shtml
Chinese Embassy in Dominica,embassy,Latin America,Ambassador,NA,NA,t163554,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2497_665358//t163554.shtml
Chinese Consulate-General in Davao (Philippines),consulate,Asia,Consul General,Li Lin,NA,t1639514,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t1639514.shtml
Chinese Embassy in Salvador,embassy,Latin America,Ambassador,Ou Jianhong,NA,t1655658,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2497_665358//t1655658.shtml
Mission of the People's Republic of China to the European Union,international_organizations,global,Ambassador,Zhang Ming,NA,t178796,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t178796.shtml
Chinese Embassy in Kiribati,embassy,North America and Oceania,Ambassador,Tang Songgen,NA,t1804109,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2496_665356//t1804109.shtml
Chinese Consulate-General in Frankfurt(Germany),consulate,Europe,Consul General,Sun Congbin,NA,t185512,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t185512.shtml
Chinese Embassy in  Grenada,embassy,Latin America,Ambassador,Wei Hongtian,NA,t205875,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2497_665358//t205875.shtml
Chinese Embassy in Senegal,embassy,Africa,Ambassador,Xiao Han,NA,t240436,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2493_665350//t240436.shtml
Chinese Consulate-General in Lagos (Nigeria),consulate,Africa,Consul General,Chu Maoming,NA,t25722,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2501_665366//t25722.shtml
Chinese Embassy in Chad,embassy,Africa,Ambassador,Li Jinjin,NA,t291275,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2493_665350//t291275.shtml
Chinese Consulate-General in Odessa (Ukraine),consulate,Europe and Central Asia,Consul General,Zhao Song Liqun,NA,t304059,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2502_665368//t304059.shtml
Chinese Consulate in Laoag (Philippines),consulate,Asia,Consul,Zhou Youbin,NA,t313878,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t313878.shtml
Chinese Embassy in  Costarica,embassy,Latin America,Ambassador,Tang Heng,NA,t331751,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2497_665358//t331751.shtml
Chinese Consulate-General in Nagoya (Japan),consulate,Asia,Consul General,Liu Xiaojun,NA,t368032,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t368032.shtml
Chinese Consulate-General in Brisbane (Australia),consulate,North America and Oceania,Consul General,Xu Jie,NA,t404600,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t404600.shtml
Chinese Embassy in Malawi,embassy,Africa,Ambassador,Liu Hongyang,NA,t462093,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2493_665350//t462093.shtml
Chinese Consulate-General in Kolkata (India),consulate,Asia,Consul General,Zha Liyou,NA,t517745,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t517745.shtml
Chinese Embassy in South Sudan,embassy,Western Asia and North Africa,Ambassador,Hua Ning,NA,t518003,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2492_665348//t518003.shtml
Chinese Consulate-General in Almaty (Kazakhstan),consulate,Europe and Central Asia,Consul General,Geng Liping,NA,t533883,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2502_665368//t533883.shtml
Chinese Consulate-General in Yekaterinburg (Russia),consulate,Europe and Central Asia,Consul General,Cui Shaochun,NA,t535458,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2502_665368//t535458.shtml
Chinese Consulate-General in Irkutsk (Russia),consulate,Europe and Central Asia,Consul General,Cao Yunlong,NA,t535459,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2502_665368//t535459.shtml
Chinese Consulate-General in Gwangju (R. O. K.),consulate,Asia,Consul General,Zhang Chenggang,NA,t569496,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t569496.shtml
Chinese Consulate-General in Sarabaya (Indonesia),consulate,Asia,Consul General,Gu Jingqi,NA,t573463,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t573463.shtml
Chinese Embassy in Montenegro,embassy,Europe,Ambassador,Liu Jin,NA,t623561,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2495_665354//t623561.shtml
Chinese Consulate-General in Lyon (France),consulate,Europe,Consul General,Lu Qingjiang,NA,t645701,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t645701.shtml
Office of the People's Republic of China to the State of Palestine,embassy,Western Asia and North Africa,Director,Guo Wei,Ambassador Grade,t645704,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2492_665348//t645704.shtml
Chinese Consulate-General in Saint-Denis (France),consulate,Europe,Consul General,Wang Xiangyang,NA,t707076,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t707076.shtml
Chinese Consulate-General in Papeete (France),consulate,Europe,Consul,Dong Qiang,NA,t707077,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t707077.shtml
Chinese Consulate-General in Niigata (Japan),consulate,Asia,CONSUL GENERAL,Sun Dagang,NA,t717542,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t717542.shtml
Office of Commercial Development of China in Haiti,international_organizations,global,Permanent Representative,Long Ling,NA,t825774,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t825774.shtml
Chinese Embassy in Liberia,embassy,Africa,Ambassador,Ren Yisheng,NA,t82799,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2493_665350//t82799.shtml
Chinese Embassy in Panama,embassy,North America and Oceania,Ambassador,Wei Qiang,NA,t82806,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2496_665356//t82806.shtml
Chinese Consulate-General in Iquique (Chile),consulate,Latin America,Consul General,Fu Xinrong,NA,t847341,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2505_665374//t847341.shtml
Chinese Embassy in Maldives,embassy,Asia,Ambassador,Wang Lixin,NA,t869236,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2491_665346//t869236.shtml
Chinese Consulate-General in Montreal (Canada),consulate,North America and Oceania,Consul General,Chen Xueming,NA,t898343,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t898343.shtml
Chinese Consulate-General in Christchurch (New Zealand),consulate,North America and Oceania,Consul General,Wang Zhijian,NA,t905874,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t905874.shtml
Chinese Consulate-General in Medan (Indonesia),consulate,Asia,Consul General,Qiu Weiwei,NA,t922328,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t922328.shtml
Chinese Consulate-General in Jeju (R. O. K.),consulate,Asia,Consul General,Wang Luxin,NA,t960988,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t960988.shtml
